id,q1,q2,q3,q4,q5,q6,q7,PHt.x,pop.x,sex,length.x,date,trip_start_date,field_season,breeding_year_sampled,oto_age.x,birth_breeding_season,age_in_2017_season,natal_region_microchem,stocked_microchem,lat.x,long.x,sibling_group.x,inferred_stocked.x,inferred_stocked_conservative,pop.y,sex.gonads,sex.x,oto_age.y,length.y,weight,sex.y,age_f,spawned,date_capture,capture_site_name,natal_region,hatchery,capt_region,stocked,Fin.clip.tube.label,Scientific.Name,Field.Season,INPUT..BY,INPUT.DATE,SITE.NUMBER,System,Site.Name,Site.Code,lat.y,long.y,Date.Start..DD.MM.YYYY.,Collector_1,Collector.2,TOTAL.LENGTH..mm.....for.each.individual.animal..,WEIGHT..gms.....for.each.individual.animal.,Age,Sex,S.AV.BQtage,Gonad.wt.g.,Disease.Parasites.Deformity,Sacraficed,Recapture,Genetics.No.,DNA.ref..Keller,Tag.Type_1,Tag.Colour_1,Tag.Number_1,Tag.Date_1,Tag.Lost_1,Tag.Type_2,Tag.Colour_2,Tag.Number_2,Tag.Date_2,Tag.Lost_2,Tag.Type_3,Tag.Colour_3,Tag.Number_3,Tag.Date_3,Tag.Lost_3,General.Comments.relating.to.fauna,Max.Depth..m...of.sample.area.,Ave....Depth..m...of.sample.area.,Depth.recorded.at..m.,EC.uS.cm..at.water.temp..,EC.uS.cm..at25.oC.,Temp..oC,DO..mg.L.,DO....,pH,Turbidity..NTU.,Secchi.Depth..m.,Hardness..as.CaCO3.,Oto.Vial,Comments.on.sampling.site,Plate.No..2018,Row,Column,SARDI.AGE,Fin.clip.tube.label.2,K_fas_comment,id.1,Fin.clip.tube.label.1,Genetics.No..1,Tag.Number_1.1,fas_Fin.clip.tube.label,fas_System,fas_Date.Start..DD.MM.YYYY.,fas_Sex,fas_Genetics.No.,fas_Tag.Number_1,fas_Oto.Vial,fas_FAS.Species,FAS_Batch,FAS_Specimen,fas_Combined.FAS.Code,fas_Original.client.reference,DOC,Otolith.wgt,Comments.1,Comments.2,Original.client.referance,Comments,Comments2,Supplier,Sample_Type,Reader,Reading,Readability,Age.1,Edge_Type,Comments.3,Primordium,ZL_1,ZL_2,ZL_3,ZL_4,ZL_5,ZL_6,ZL_7,ZL_8,ZL_9,ZL_10,ZL_11,ZL_12,ZL_13,ZL_14,ZL_15,ZL_16,ZL_17,ZL_18,ZL_19,ZL_20,ZL_21,ZL_22,ZL_23,ZL_24,ZL_25,ZL_26,ZL_27,ZL_28,ZL_29,ZL_30,Edge,fish_id,sp_id,site_id,microchem_id,tag_id,length.1,weight.1,sex.y.1,age_f.1,spawned.1,date_capture.1,capture_site_name.1,natal_region.1,hatchery.1,capt_region.1,sibling_group.y,natal_region.2,stocked_oto,inferred_stocked.y,inferred_stocked_conservative,PHt.y,Hs_obs,Hs_exp,IR,HL
GOP744,0.9827,0.001,0.0082,0.0013,0.0025,0.0023,0.002,0.221140473,GINGHAM,NA,368,15/2/2018,15/2/2018,2017-2018,2017,8,2009,8,barwon,NO,-29.4197086,149.7563467,NA,NO,NO,GINGHAM,,,8,368,682,NA,8,2009,15/2/2018,gingham water course,barwon,,gwydir,NO,GPEWR'18#GP639,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,368,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP18,,5,B,6,NA,GPEWR'18#GP639,,GOP744,GPEWR'18#GP639,,,GPEWR'18#GP639,Gingham,15/2/2018,,,,GWY18#GP18,15,90,17,15_90_17,GWY18#GP18,15/2/2018,0.387,,GPEWR'18#GP639,GWY18#GP18,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,8,NT,,0,0.552,0.924,1.224,1.4,1.56,1.7,1.842,1.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.018,251-GWY18# GP18,MAC AMB,251,gwygp18,NA,368,682,NA,8,2009,15/2/2018,gingham water course,barwon,,gwydir,NA,barwon,NO,NO,NO,0.221140473,0.958233925,0.987228031,-0.018035217,0.643964721
GOP752,0.8732,0.0107,7.00E-04,0.0013,0.0035,0.1044,0.0062,0.228778468,GINGHAM,NA,404,15/2/2018,15/2/2018,2017-2018,2017,8,2009,8,barwon,NO,-29.4197086,149.7563467,NA,NO,NO,GINGHAM,,F,8,404,960,female,8,2009,15/2/2018,gingham water course,barwon,,gwydir,NO,GPEWR'18#GP623,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,385,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP2,,5,B,7,NA,GPEWR'18#GP623,,GOP752,GPEWR'18#GP623,,,GPEWR'18#GP623,Gingham,15/2/2018,,,,GWY18#GP2,15,90,2,15_90_2,GWY18#GP2,15/2/2018,0.452,,GPEWR'18#GP623,GWY18#GP2,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,8,NT,,0,0.51,0.932,1.236,1.547,1.74,1.963,2.118,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.339,251-GWY18# GP10,MAC AMB,251,gwygp10,NA,404,960,female,8,2009,15/2/2018,gingham water course,barwon,,gwydir,NA,barwon,NO,NO,NO,0.228778468,0.988897735,1.017565846,-0.018394752,0.649253644
GOP753,0.9671,0.0025,0.0105,0.0018,0.0138,0.0015,0.0027,0.234573503,GINGHAM,NA,380,15/2/2018,15/2/2018,2017-2018,2017,6,2011,6,barwon,NO,-29.4197086,149.7563467,NA,NO,NO,GINGHAM,,,6,380,732,NA,6,2011,15/2/2018,gingham water course,barwon,,gwydir,NO,GPEWR'18#GP621,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,378,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP11,,5,C,7,NA,GPEWR'18#GP621,,GOP753,GPEWR'18#GP621,,,GPEWR'18#GP621,Gingham,15/2/2018,,,,GWY18#GP11,15,90,11,15_90_11,GWY18#GP11,15/2/2018,0.347,,GPEWR'18#GP621,GWY18#GP11,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,6,WT,,0,0.585,1.016,1.258,1.475,1.661,1.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.936,251-GWY18# GP09,MAC AMB,251,gwygp09,NA,380,732,NA,6,2011,15/2/2018,gingham water course,barwon,,gwydir,NA,barwon,NO,NO,NO,0.234573503,0.999494618,1.030118842,-0.040663582,0.635607195
GOP749,0.979,0.0097,0.0058,0.001,0.0012,0.0013,0.002,0.258753501,GINGHAM,NA,375,15/2/2018,15/2/2018,2017-2018,2017,6,2011,6,barwon,NO,-29.4197086,149.7563467,NA,NO,NO,GINGHAM,,F,6,375,758,female,6,2011,15/2/2018,gingham water course,barwon,,gwydir,NO,GPEWR'18#GP646,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,345,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP25,,5,G,6,NA,GPEWR'18#GP646,,GOP749,GPEWR'18#GP646,,,GPEWR'18#GP646,Gingham,15/2/2018,,,,GWY18#GP25,15,90,24,15_90_24,GWY18#GP25,15/2/2018,0.351,,GPEWR'18#GP646,GWY18#GP25,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,6,NT,,0,0.478,0.857,1.157,1.402,1.616,1.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.865,251-GWY18# GP03,MAC AMB,251,gwygp03,NA,375,758,female,6,2011,15/2/2018,gingham water course,barwon,,gwydir,NA,barwon,NO,NO,NO,0.258753501,1.126663623,1.160239364,-0.164618499,0.585779482
GOP740,0.9825,0.0028,0.0027,0.0028,0.0032,0.0018,0.0042,0.310393258,GINGHAM,NA,374,15/2/2018,15/2/2018,2017-2018,2017,8,2009,8,barwon,NO,-29.4197086,149.7563467,NA,NO,NO,GINGHAM,,M,8,374,649,male,8,2009,15/2/2018,gingham water course,barwon,,gwydir,NO,GPEWR'18#GP619,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,390,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP17,,5,F,5,NA,GPEWR'18#GP619,,GOP740,GPEWR'18#GP619,,,GPEWR'18#GP619,Gingham,15/2/2018,,,,GWY18#GP17,15,90,16,15_90_16,GWY18#GP17,15/2/2018,0.358,,GPEWR'18#GP619,GWY18#GP17,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,8,WT,,0,0.519,0.993,1.25,1.459,1.558,1.689,1.856,1.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.043,251-GWY18# GP20,MAC AMB,251,gwygp20,NA,374,649,male,8,2009,15/2/2018,gingham water course,barwon,,gwydir,NA,barwon,NO,NO,NO,0.310393258,1.349436222,1.390367578,-0.341869657,0.505324334
GOP733,0.9802,0.0037,0.0103,0.001,0.0018,0.0012,0.0018,0.233137323,GINGHAM,NA,420,15/2/2018,15/2/2018,2017-2018,2017,6,2011,6,gwydir,NO,-29.4197086,149.7563467,NA,NO,NO,GINGHAM,,F,6,420,920,female,6,2011,15/2/2018,gingham water course,gwydir,,gwydir,NO,GPEWR'18#GP628,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,420,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP07,,5,G,4,NA,GPEWR'18#GP628,,GOP733,GPEWR'18#GP628,,,GPEWR'18#GP628,Gingham,15/2/2018,,,,GWY18#GP07,15,90,7,15_90_7,GWY18#GP7,15/2/2018,0.404,,GPEWR'18#GP628,GWY18#GP7,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,6,NT,,0,0.659,1.044,1.25,1.508,1.758,1.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.046,251-GWY18# GP07,MAC AMB,251,gwygp07,NA,420,920,female,6,2011,15/2/2018,gingham water course,gwydir,,gwydir,NA,gwydir,NO,NO,NO,0.233137323,1.00880501,1.038470579,-0.052049265,0.628782764
GOP731,0.9777,0.008,0.0058,0.0012,8.00E-04,0.0042,0.0023,0.215076072,GINGHAM,NA,421,15/2/2018,15/2/2018,2017-2018,2017,7,2010,7,moonie-weir,migrant,-29.4197086,149.7563467,NA,NO,NO,GINGHAM,,F,7,421,1240,female,7,NA,15/2/2018,gingham water course,moonie-weir,NA,gwydir,migrant,GPEWR'18#GP627,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,395,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP6,,5,E,4,NA,GPEWR'18#GP627,,GOP731,GPEWR'18#GP627,,,GPEWR'18#GP627,Gingham,15/2/2018,,,,GWY18#GP6,15,90,6,15_90_6,GWY18#GP6,15/2/2018,0.425,,GPEWR'18#GP627,GWY18#GP6,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,7,NT,,0,0.626,0.959,1.263,1.513,1.677,1.829,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.035,gwygp08,MAC AMB,NA,gwygp08,NA,NA,NA,NA,7,NA,2018,gingham water course,moonie-weir,NA,gwydir,NA,moonie-weir,migrant,NO,NO,0.215076072,0.928875923,0.956842011,0.027853282,0.656812273
GOP728,0.9868,0.0023,0.0022,0.0033,0.0022,0.0012,0.002,0.2226051,GINGHAM,NA,350,15/2/2018,15/2/2018,2017-2018,2017,6,2011,6,namoi,NO,-29.4197086,149.7563467,NA,NO,NO,GINGHAM,,M,6,350,550,male,6,2011,15/2/2018,gingham water course,namoi,,gwydir,NO,GPEWR'18#GP631,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,404,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP10,,5,B,4,NA,GPEWR'18#GP631,,GOP728,GPEWR'18#GP631,,,GPEWR'18#GP631,Gingham,15/2/2018,,,,GWY18#GP10,15,90,10,15_90_10,GWY18#GP10,15/2/2018,0.333,,GPEWR'18#GP631,GWY18#GP10,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,6,NT,,0,0.523,0.877,1.126,1.362,1.561,1.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.797,251-GWY18# GP13,MAC AMB,251,gwygp13,NA,350,550,male,6,2011,15/2/2018,gingham water course,namoi,,gwydir,NA,namoi,NO,NO,NO,0.2226051,0.960250367,0.98916053,-0.009252405,0.647044214
GOP761,0.952,0.0073,8.00E-04,0.018,0.0067,0.0032,0.012,0.214753533,GWYDIR,NA,396,2/5/2018,2/5/2018,2017-2018,2017,3,2014,3,barwon,NO,-29.4479774,150.0285839,NA,NO,NO,GWYDIR,,F,3,396,1025,female,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NO,White90,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,2/5/2018,GB,,396,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP39,,5,C,8,NA,White90,,GOP761,White90,,,White90,Gwydir,2/5/2018,,,,GWY18#GP39,15,90,31,15_90_31,GWY18#GP39,2/5/2018,0.207,,White90,GWY18#GP39,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,3,WT,,0,0.627,1.05,1.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.615,261-GWY18# GP39,MAC AMB,261,gwygp39,NA,396,1025,female,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NA,barwon,NO,NO,NO,0.214753533,0.925447177,0.953241524,0.017385144,0.657575832
GOP764,0.9868,0.0017,0.001,0.0017,0.0028,0.0033,0.0027,0.223257419,GWYDIR,NA,221,2/5/2018,2/5/2018,2017-2018,2017,2,2015,2,barwon,NO,-29.4479774,150.0285839,NA,NO,NO,GWYDIR,,F,2,221,225,female,2,2015,2/5/2018,toorallaroy weir,barwon,,gwydir,NO,Whitegp10,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,2/5/2018,GB,,221,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP42,,5,F,8,NA,Whitegp10,,GOP764,Whitegp10,,,Whitegp10,Gwydir,2/5/2018,,,,GWY18#GP42,15,90,34,15_90_34,GWY18#GP42,2/5/2018,0.276,,Whitegp10,GWY18#GP42,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,6,WT,,0,0.535,0.932,1.226,1.411,1.6,1.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.005,261-GWY18# GP42,MAC AMB,261,gwygp42,NA,221,225,female,2,2015,2/5/2018,toorallaroy weir,barwon,,gwydir,NA,barwon,NO,NO,NO,0.223257419,0.962655971,0.991603913,0.003494797,0.65273277
GOP762,0.84,0.0017,0.003,0.0063,0.0808,0.044,0.0242,0.226629872,GWYDIR,NA,336,2/5/2018,2/5/2018,2017-2018,2017,3,2014,3,barwon,NO,-29.4479774,150.0285839,NA,NO,NO,GWYDIR,,M,3,336,535,male,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NO,Pink73,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,2/5/2018,GB,,336,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP40,,5,D,8,NA,Pink73,,GOP762,Pink73,,,Pink73,Gwydir,2/5/2018,,,,GWY18#GP40,15,90,32,15_90_32,GWY18#GP40,2/5/2018,0.214,,Pink73,GWY18#GP40,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,3,WT,,0,0.542,0.961,1.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.532,261-GWY18# GP40,MAC AMB,261,gwygp40,NA,336,535,male,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NA,barwon,NO,NO,NO,0.226629872,0.978207732,1.007737079,-0.01297235,0.649768691
GOP763,0.9742,0.001,0.0022,0.0078,0.001,0.0038,0.01,0.234218696,GWYDIR,NA,321,2/5/2018,2/5/2018,2017-2018,2017,3,2014,3,barwon,NO,-29.4479774,150.0285839,NA,NO,NO,GWYDIR,,M,3,321,470,male,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NO,White87,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,2/5/2018,GB,,321,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP41,,5,E,8,NA,White87,,GOP763,White87,,,White87,Gwydir,2/5/2018,,,,GWY18#GP41,15,90,33,15_90_33,GWY18#GP41,2/5/2018,0.12,,White87,GWY18#GP41,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,2,WT,,0,0.459,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.243,261-GWY18# GP41,MAC AMB,261,gwygp41,NA,321,470,male,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NA,barwon,NO,NO,NO,0.234218696,1.011920362,1.041863156,-0.036622288,0.637511385
GOP770,0.9682,0.001,0.0017,0.004,0.004,0.011,0.0102,0.240179187,GWYDIR,NA,280,1/5/2018,1/5/2018,2017-2018,2017,2,2015,2,barwon,NO,-29.4479774,150.0285839,NA,NO,NO,GWYDIR,,F,2,280,320,female,2,2015,1/5/2018,toorallaroy weir,barwon,,gwydir,NO,White9,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,1/5/2018,GB,,280,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP48,,5,D,9,NA,White9,,GOP770,White9,,,White9,Gwydir,1/5/2018,,,,GWY18#GP48,15,90,39,15_90_39,GWY18#GP48,1/5/2018,0.151,,White9,GWY18#GP48,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,2,WT,,0,0.614,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.206,261-GWY18# GP48,MAC AMB,261,gwygp48,NA,280,320,female,2,2015,1/5/2018,toorallaroy weir,barwon,,gwydir,NA,barwon,NO,NO,NO,0.240179187,1.035161612,1.066221413,-0.071494896,0.629862571
GOP760,0.9875,0.001,0.0047,0.0022,0.0012,0.0013,0.0022,0.241712707,GWYDIR,NA,347,2/5/2018,2/5/2018,2017-2018,2017,3,2014,3,barwon,NO,-29.4479774,150.0285839,NA,NO,NO,GWYDIR,,F,3,347,605,female,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NO,White64g,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,2/5/2018,GB,,347,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP38,,5,B,8,NA,White64g,,GOP760,White64g,,,White64g,Gwydir,2/5/2018,,,,GWY18#GP38,15,90,30,15_90_30,GWY18#GP38,2/5/2018,0.31,,White64g,GWY18#GP38,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,3,WT,,0,0.684,1.053,1.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.513,261-GWY18# GP38,MAC AMB,261,gwygp38,NA,347,605,female,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NA,barwon,NO,NO,NO,0.241712707,1.04551466,1.075015635,-0.065696043,0.626950195
GOP769,0.8401,0.001,0.002,0.1489,0.0015,0.0033,0.0032,0.242246726,GWYDIR,NA,266,1/5/2018,1/5/2018,2017-2018,2017,1,2016,1,barwon,NO,-29.4479774,150.0285839,NA,NO,NO,GWYDIR,,M,1,266,300,male,1,2016,1/5/2018,toorallaroy weir,barwon,,gwydir,NO,White32,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,1/5/2018,GB,,266,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP47,,5,C,9,NA,White32,,GOP769,White32,,,White32,Gwydir,1/5/2018,,,,GWY18#GP47,15,90,38,15_90_38,GWY18#GP47,1/5/2018,0.126,,White32,GWY18#GP47,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,1,WT,,0,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.182,261-GWY18# GP47,MAC AMB,261,gwygp47,NA,266,300,male,1,2016,1/5/2018,toorallaroy weir,barwon,,gwydir,NA,barwon,NO,NO,NO,0.242246726,1.044224308,1.075478407,-0.063648104,0.629262174
GOP772,0.9479,0.0107,0.0352,0.0018,0.0017,5.00E-04,0.0023,0.227006545,GWYDIR,NA,357,14/3/2018,14/3/2018,2017-2018,2017,6,2011,6,gwydir,NO,-29.4371949,149.7854609,NA,NO,NO,GWYDIR,,F,6,357,705,female,6,2011,14/3/2018,norwood,gwydir,,gwydir,NO,White83,Macquaria ambigua,2017-2018,,,,Gwydir,Norwood,,-29.4371949,149.7854609,14/3/2018,GB,,357,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP50,,5,F,9,NA,White83,,GOP772,White83,,,White83,Gwydir,14/3/2018,,,,GWY18#GP50,15,90,41,15_90_41,GWY18#GP50,14/3/2018,0.341,,White83,GWY18#GP50,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,6,WT,,0,0.53,0.795,1.023,1.304,1.517,1.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.822,255-GWY18# GP50,MAC AMB,255,gwygp50,NA,357,705,female,6,2011,14/3/2018,norwood,gwydir,,gwydir,NA,gwydir,NO,NO,NO,0.227006545,0.978940834,1.008366736,-0.020181663,0.641945672
GOP773,0.9505,0.0073,0.0017,0.0032,0.003,0.032,0.0023,0.223103448,GWYDIR,NA,425,14/3/2018,14/3/2018,2017-2018,2017,9,2008,9,mid murray,NO,-29.4371949,149.7854609,NA,NO,NO,GWYDIR,,F,9,425,1111,female,9,2008,14/3/2018,norwood,mid murray,,gwydir,NO,White84,Macquaria ambigua,2017-2018,,,,Gwydir,Norwood,,-29.4371949,149.7854609,14/3/2018,GB,,425,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP51,,5,G,9,NA,White84,,GOP773,White84,,,White84,Gwydir,14/3/2018,,,,GWY18#GP51,15,90,42,15_90_42,GWY18#GP51,14/3/2018,0.512,,White84,GWY18#GP51,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,9,WT,,0,0.377,0.936,1.314,1.548,1.684,1.828,1.953,2.073,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.266,255-GWY18# GP51,MAC AMB,255,gwygp51,NA,425,1111,female,9,2008,14/3/2018,norwood,mid murray,,gwydir,NA,mid murray,NO,NO,NO,0.223103448,0.961719729,0.990762603,0.012475168,0.66231714
GOP765,0.9862,0.002,0.001,0.0013,0.006,0.0015,0.002,0.232204561,GWYDIR,NA,301,2/5/2018,2/5/2018,2017-2018,2017,6,2011,6,moonie-weir,NO,-29.4479774,150.0285839,NA,NO,NO,GWYDIR,,M,6,301,390,male,6,2011,2/5/2018,toorallaroy weir,moonie-weir,,gwydir,NO,White105,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,2/5/2018,GB,,301,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP43,,5,G,8,NA,White105,,GOP765,White105,,,White105,Gwydir,2/5/2018,,,,GWY18#GP43,15,90,35,15_90_35,GWY18#GP43,2/5/2018,0.106,,White105,GWY18#GP43,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,1,WT,,0,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.064,261-GWY18# GP43,MAC AMB,261,gwygp43,NA,301,390,male,6,2011,2/5/2018,toorallaroy weir,moonie-weir,,gwydir,NA,moonie-weir,NO,NO,NO,0.232204561,1.001743213,1.032027256,-0.030803635,0.642350613
